ID	parentID	basionymID	status	rank	scientificName	authorship	nameStatus	nameReferenceID	namePublishedInYear	namePublishedInPage	namePublishedInPageLink	referenceID	scrutinizer	scrutinizerDate	extinct	temporalRangeStart	temporalRangeEnd	remarks
ZOBO00033884	x5G		accepted	species	Montezumia anceps	de Saussure, 1852							Gusenleitner J.	2011-11	f			
1016	ZOBO00033892		synonym	species	Montezumia andina	Brethes, 1906									f			
1007	ZOBO00033883		synonym	species	Montezumia apicalis	Brethes, 1920									f			
1017	ZOBO00033892		synonym	species	Montezumia argentina	Brethes, 1906									f			
ZOBO00033885	x5G		accepted	species	Montezumia arizonensis	Bequard, 1940							Gusenleitner J.	2011-11	f			
ZOBO00033886	ZOBO00033885		accepted	subspecies	Montezumia arizonensis badius	Willink, 1982							Gusenleitner J.	2011-11	f			
ZOBO00033887	x5G		accepted	species	Montezumia aurata	(Berton, 1918)							Gusenleitner J.	2011-11	f			
ZOBO00064962	x5G		accepted	species	Montezumia australensis	Perkins, 1908							Gusenleitner J.	2011-11	f			
ZOBO00033888	x5G		accepted	species	Montezumia azteca	de Saussure, 1875							Gusenleitner J.	2011-11	f			
1012	ZOBO00033889		synonym	species	Montezumia azureipennis	de Saussure, 1852									f			
ZOBO00033889	x5G		accepted	species	Montezumia azurescens	(Spinosa, 1851)							Gusenleitner J.	2011-11	f			
ZOBO00033890	x5G		accepted	species	Montezumia bequaerti	Willink, 1982							Gusenleitner J.	2011-11	f			
1378	ZOBO00034854		synonym	species	Montezumia bimaculata	Meade-Waldo, 1911									f			
ZOBO00063602	x5G		accepted	species	Montezumia bipunctata	Meade-Waldo?, 1911							Gusenleitner J.	2011-11	f			
ZOBO00033891	x5G		accepted	species	Montezumia brethesi	Berton, 1918							Gusenleitner J.	2011-11	f			
ZOBO00033892	x5G		accepted	species	Montezumia bruchii	Brethes, 1903							Gusenleitner J.	2011-11	f			
1024	ZOBO00033906		synonym	species	Montezumia centralis	Zavattari, 1912									f			
1023	ZOBO00033900		synonym	species	Montezumia chilensis	Schulz, 1906									f			
1011	ZOBO00033889		synonym	species	Montezumia coerulea	de Saussure, 1852									f			
ZOBO00033893	x5G		accepted	species	Montezumia coeruleorufa	Willink, 1982							Gusenleitner J.	2011-11	f			
ZOBO00033894	x5G		accepted	species	Montezumia colombiana	Willink, 1982							Gusenleitner J.	2011-11	f			
ZOBO00033895	x5G		accepted	species	Montezumia cortesia	de Saussure, 1852							Gusenleitner J.	2011-11	f			
1020	ZOBO00033895		synonym	species	Montezumia cortesiana	de Saussure, 1852									f			
ZOBO00033896	x5G		accepted	species	Montezumia cortesioides	Willink, 1982							Gusenleitner J.	2011-11	f			
ZOBO00033897	x5G		accepted	species	Montezumia difficilis	Ducke, 1904							Gusenleitner J.	2011-11	f			
ZOBO00033898	x5G		accepted	species	Montezumia dimidiata	de Saussure, 1852							Gusenleitner J.	2011-11	f			
ZOBO00033899	x5G		accepted	species	Montezumia duckei	Willink, 1982							Gusenleitner J.	2011-11	f			
ZOBO00033900	x5G		accepted	species	Montezumia ferruginea	de Saussure, 1852							Gusenleitner J.	2011-11	f			
ZOBO00033901	ZOBO00033900		accepted	subspecies	Montezumia ferruginea brasiliensis	de Saussure, 1856							Gusenleitner J.	2011-11	f			
ZOBO00033902	ZOBO00033900		accepted	subspecies	Montezumia ferruginea buyssonoides	Willink, 1982							Gusenleitner J.	2011-11	f			
1060	ZOBO00033957		synonym	species	Montezumia forticeps	Cameron, 1902									f			
ZOBO00033903	x5G		accepted	species	Montezumia fritzi	Willink, 1982							Gusenleitner J.	2011-11	f			
1028	ZOBO00033919		synonym	species	Montezumia ghilianii	de Saussure, 1875									f			
ZOBO00033904	x5G		accepted	species	Montezumia grossa	Willink, 1982							Gusenleitner J.	2011-11	f			
ZOBO00064015	x5G		accepted	species	Montezumia holmbergi	Brethes, 1906							Gusenleitner J.	2011-11	f			
ZOBO00033905	x5G		accepted	species	Montezumia holmbergii	Brethes, 1906							Gusenleitner J.	2011-11	f			
ZOBO00033906	x5G		accepted	species	Montezumia huasteca	de Saussure, 1857							Gusenleitner J.	2011-11	f			
ZOBO00033907	x5G		accepted	species	Montezumia ignobiloides	Willink, 1982							Gusenleitner J.	2011-11	f			
ZOBO00033908	x5G		accepted	species	Montezumia ignota	Willink, 1982							Gusenleitner J.	2011-11	f			
ZOBO00033909	x5G		accepted	species	Montezumia infernalis	(Spinosa, 1851)							Gusenleitner J.	2011-11	f			
ZOBO00064088	x5G		accepted	species	Montezumia intermedia	Zavattari, 1912							Gusenleitner J.	2011-11	f			
ZOBO00033911	x5G		accepted	species	Montezumia koenigsmanni	Willink, 1982							Gusenleitner J.	2011-11	f			
ZOBO00033912	x5G		accepted	species	Montezumia leprieurii	(Spinosa, 1841)							Gusenleitner J.	2011-11	f			
1019	ZOBO00033895		synonym	species	Montezumia leptocera	Cameron, 1912									f			
ZOBO00033913	x5G		accepted	species	Montezumia liliacea	Gribodo, 1891							Gusenleitner J.	2011-11	f			
ZOBO00033914	x5G		accepted	species	Montezumia liliaceosa	Gribodo, 1891							Gusenleitner J.	2011-11	f			
1022	ZOBO00033900		synonym	species	Montezumia macrocephala	de Saussure, 1854									f			
516	ZOBO00032703		synonym	species	Montezumia malayana	Dover, 1931									f			
ZOBO00033915	x5G		accepted	species	Montezumia marthae	de Saussure, 1875							Gusenleitner J.	2011-11	f			
ZOBO00033916	x5G		accepted	species	Montezumia melas	Willink, 1982							Gusenleitner J.	2011-11	f			
ZOBO00065165	x52		accepted	species	Quartinia maculifrons	Dover, 1925							Gusenleitner J.	2011-11	f			
ZOBO00031987	x52		accepted	species	Quartinia maerens	Schulthess, 1935							Gusenleitner J.	2011-11	f			
ZOBO00031930	x52		accepted	species	Quartinia major	Kohl, 1898							Gusenleitner J.	2011-11	f			
ZOBO00031988	x52		accepted	species	Quartinia matabele	Turner, 1939							Gusenleitner J.	2011-11	f			
ZOBO00033917	x5G		accepted	species	Montezumia mexicana	de Saussure, 1852							Gusenleitner J.	2011-11	f			
1379	ZOBO00034854		synonym	species	Montezumia michaelis	Bequaert, 1921									f			
ZOBO00033918	x5G		accepted	species	Montezumia morosa	de Saussure, 1852							Gusenleitner J.	2011-11	f			
1018	ZOBO00033895		synonym	species	Montezumia mortuorum	de Saussure, 1856									f			
ZOBO00033919	x5G		accepted	species	Montezumia nigra	(Zavattari, 1912)							Gusenleitner J.	2011-11	f			
ZOBO00033920	x5G		accepted	species	Montezumia nigriceps	(Spinosa, 1841)							Gusenleitner J.	2011-11	f			
ZOBO00033921	x5G		accepted	species	Montezumia nigroflava	Willink, 1982							Gusenleitner J.	2011-11	f			
ZOBO00033922	x5G		accepted	species	Montezumia nitida	Zavattari, 1912							Gusenleitner J.	2011-11	f			
ZOBO00033923	x5G		accepted	species	Montezumia oaxaca	Willink, 1982							Gusenleitner J.	2011-11	f			
ZOBO00033924	x5G		accepted	species	Montezumia obscura	Zavattari, 1912							Gusenleitner J.	2011-11	f			
1032	ZOBO00033927		synonym	species	Montezumia pedunculata	Brethes, 1906									f			
ZOBO00033925	x5G		accepted	species	Montezumia pelagica	de Saussure, 1852							Gusenleitner J.	2011-11	f			
ZOBO00033926	ZOBO00033925		accepted	subspecies	Montezumia pelagica sepulchralis	de Saussure, 1856							Gusenleitner J.	2011-11	f			
ZOBO00033927	x5G		accepted	species	Montezumia petiolata	de Saussure, 1856							Gusenleitner J.	2011-11	f			
1033	ZOBO00033928		synonym	species	Montezumia platensis	de Saussure, 1852									f			
ZOBO00033928	x5G		accepted	species	Montezumia platinia	de Saussure, 1852							Gusenleitner J.	2011-11	f			
1026	ZOBO00033912		synonym	species	Montezumia rodwayi	Cameron, 1912									f			
1010	ZOBO00033889		synonym	species	Montezumia rubritarsis	de Saussure, 1852									f			
1014	ZOBO00033889		synonym	species	Montezumia rufidentata	de Saussure, 1852									f			
1013	ZOBO00033889		synonym	species	Montezumia rufipes	de Saussure, 1852									f			
ZOBO00033929	x5G		accepted	species	Montezumia simulatrix	Willink, 1982							Gusenleitner J.	2011-11	f			
ZOBO00033930	x5G		accepted	species	Montezumia soikai	Willink, 1982							Gusenleitner J.	2011-11	f			
ZOBO00033931	x5G		accepted	species	Montezumia sparsa	Fox, 1899							Gusenleitner J.	2011-11	f			
1025	ZOBO00033909		synonym	species	Montezumia spinolae	de Saussure, 1852									f			
1009	ZOBO00033889		synonym	species	Montezumia striatifrons	Cameron, 1912									f			
515	ZOBO00032703		synonym	species	Montezumia thoracica	Sonan, 1939									f			
ZOBO00033932	x5G		accepted	species	Montezumia trinitata	Willink, 1982							Gusenleitner J.	2011-11	f			
ZOBO00033934	x5G		accepted	species	Montezumia variegata	Willink, 1982							Gusenleitner J.	2011-11	f			
ZOBO00033933	x5G		accepted	species	Montezumia vechti	Willink, 1982							Gusenleitner J.	2011-11	f			
1015	ZOBO00033892		synonym	species	Montezumia vigilii	Brethes, 1910									f			
x6Q	xE		accepted	genus	Myraptera										f			
ZOBO00063808	x6Q		accepted	species	Myraptera elegans	Curtis, 1844							Gusenleitner J.	2011-11	f			
x3S	xJ		accepted	genus	Nannodynerus										f			
ZOBO00063510	x3S		accepted	species	Nannodynerus binominatus	Blüthgen, 1939							Gusenleitner J.	2011-11	f			
1501	ZOBO00153368		synonym	species	Nannodynerus caroli	Blüthgen, 1961									f			
1475	ZOBO00153109		synonym	species	Nannodynerus eximia	Blüthgen, 1953									f			
1486	ZOBO00153359		synonym	species	Nannodynerus hungaricus	Blüthgen, 1961									f			
1417	ZOBO00153323		synonym	species	Nannodynerus meyeri	Blüthgen, 1952									f			
1533	ZOBO00153387		synonym	species	Nannodynerus subnudus	Blüthgen, 1942									f			
1976	ZOBO00035957		synonym	species	Nectarina cameroni	Meade-Waldo, 1911									f			
ZOBO00036256	x9W		accepted	species	Nectarinella championi	(Dover, 1925)							Gusenleitner J.	2011-11	f			
ZOBO00037527	x9W		accepted	species	Nectarinella xavantinensis	Mateus & Noll, 1998							Gusenleitner J.	2011-11	f			
1972	ZOBO00035956		synonym	species	Nectarinia binotata	de Saussure, 1853									f			
1980	ZOBO00035962		synonym	species	Nectarinia gribodoi	Buysson, 1905									f			
1966	ZOBO00035951		synonym	species	Nectarinia moebiana	de Saussure, 1868									f			
1962	ZOBO00035948		synonym	species	Nectarinia quinta	Ihering, 1903									f			
1979	ZOBO00035962		synonym	species	Nectarinia rufiventris	de Saussure, 1853									f			
xFJ	xJ		accepted	genus	Nesodynerus										f			
ZOBO00144339	xFJ		accepted	species	Nesodynerus acoelogaster	(Perkins)							Gusenleitner J.	2011-11	f			
ZOBO00149527	xFJ		accepted	species	Nesodynerus acyanus	(Perkins, 1910)							Gusenleitner J.	2011-11	f			
1034	ZOBO00144339		synonym	species	Nesodynerus aevelogaster	(Perkins, 1899)									f			
ZOBO00149539	xFJ		accepted	species	Nesodynerus aprepes	(Perkins, 1906)							Gusenleitner J.	2011-11	f			
ZOBO00149549	xFJ		accepted	species	Nesodynerus axestes	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
xNG	x4Y		accepted	genus	Paramasaris										f			
ZOBO00149553	xFJ		accepted	species	Nesodynerus blackburni	(Kirby, 1879)							Gusenleitner J.	2011-11	f			
ZOBO00149559	xFJ		accepted	species	Nesodynerus brevicostatus	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149562	xFJ		accepted	species	Nesodynerus caenosus	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149563	xFJ		accepted	species	Nesodynerus camelinus	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00031963	x52		accepted	species	Quartinia waterstoni	Schulthess, 1929							Gusenleitner J.	2011-11	f			
1946	ZOBO00035895		synonym	species	Raphigaster rufipennis	de Saussure, 1854									f			
xG8	xJ		accepted	genus	Raphiglossa										f			
ZOBO00149556	xG8		accepted	species	Raphiglossa braunsiana	(Schulthess, 1913)							Gusenleitner J.	2011-11	f			
ZOBO00034960	xG8		accepted	species	Raphiglossa bytinskii	Giordani Soika, 1974							Gusenleitner J.	2011-11	f			
ZOBO00034969	xG8		accepted	species	Raphiglossa spinosa	(Fabricius, 1804)							Gusenleitner J.	2011-11	f			
ZOBO00034971	ZOBO00034969		accepted	subspecies	Raphiglossa spinosa filiformis	(de Saussure, 1852)							Gusenleitner J.	2011-11	f			
ZOBO00034970	ZOBO00034969		accepted	subspecies	Raphiglossa spinosa rufescens	E.Saunders, 1905							Gusenleitner J.	2011-11	f			
xH2	xJ		accepted	genus	Raphiglossoides										f			
686	ZOBO00033021		synonym	species	Rethus broomi	Cameron, 1904									f			
1405	ZOBO00034964		synonym	species	Rhaphidoglossa punctata	Meade-Waldo, 1910									f			
x64	xJ		accepted	genus	Rhaphiglossa										f			
ZOBO00064793	x64		accepted	species	Rhaphiglossa symmorpha	de Saussure, 1852							Gusenleitner J.	2011-11	f			
1407	ZOBO00034969		synonym	species	Rhaphiglossa zethoides	de Saussure, 1852									f			
318	ZOBO00032550		synonym	species	Rhygchium abyssinicum	de Saussure, 1852									f			
225	ZOBO00032492		synonym	species	Rhygchium auromaculatum	de Saussure, 1852									f			
1347	ZOBO00034750		synonym	species	Rhygchium ceperoi	Medina, 1891									f			
1691	ZOBO00031718		synonym	species	Rhygchium parentissimum	de Saussure, 1852									f			
1687	ZOBO00034982		synonym	species	Rhygchium zonale	de Saussure, 1852									f			
xAE	xJ		accepted	genus	Rhynchagris										f			
ZOBO00035384	xAE		accepted	species	Rhynchagris vicaria	(Stadelmann, 1898)							Gusenleitner J.	2011-11	f			
ZOBO00149568	xFJ		accepted	species	Nesodynerus cephalostictus	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149569	xFJ		accepted	species	Nesodynerus charadrophilus	(Perkins, 1912)							Gusenleitner J.	2011-11	f			
ZOBO00033936	xFJ		accepted	species	Nesodynerus conifer	Perkins, 1899							Gusenleitner J.	2011-11	f			
ZOBO00033937	xFJ		accepted	species	Nesodynerus cooki	Perkins, 1899							Gusenleitner J.	2011-11	f			
ZOBO00149578	xFJ		accepted	species	Nesodynerus crypterythrus	(Perkins, 1902)							Gusenleitner J.	2011-11	f			
ZOBO00033938	xFJ		accepted	species	Nesodynerus cyanopteryx	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00144342	xFJ		accepted	species	Nesodynerus cyphotes	(Perkins)							Gusenleitner J.	2011-11	f			
ZOBO00149580	xFJ		accepted	species	Nesodynerus cypris	(Perkins, 1902)							Gusenleitner J.	2011-11	f			
ZOBO00149583	xFJ		accepted	species	Nesodynerus deinogaster	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149588	xFJ		accepted	species	Nesodynerus dilatipes	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149591	xFJ		accepted	species	Nesodynerus dromedarius	(Blackburn, 1886)							Gusenleitner J.	2011-11	f			
ZOBO00149592	xFJ		accepted	species	Nesodynerus dryas	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00033939	xFJ		accepted	species	Nesodynerus dubiosus	(Smith, 1879)							Gusenleitner J.	2011-11	f			
ZOBO00149594	xFJ		accepted	species	Nesodynerus dyserythrias	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00033940	xFJ		accepted	species	Nesodynerus egens	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149597	xFJ		accepted	species	Nesodynerus eludens	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00154107	xFJ		accepted	species	Nesodynerus erythrognatus	(Perkins)							Gusenleitner J.	2011-11	f			
ZOBO00154108	xFJ		accepted	species	Nesodynerus erythrostactes	(Perkins)							Gusenleitner J.	2011-11	f			
ZOBO00149598	xFJ		accepted	species	Nesodynerus eupteryx	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149599	xFJ		accepted	species	Nesodynerus eutretus	(Perkins, 1902)							Gusenleitner J.	2011-11	f			
ZOBO00149608	xFJ		accepted	species	Nesodynerus flosculus	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149610	xFJ		accepted	species	Nesodynerus frater	(Dalla Torre, 1894)							Gusenleitner J.	2011-11	f			
ZOBO00149612	xFJ		accepted	species	Nesodynerus ganahli	(Dalla Torre, 1904)							Gusenleitner J.	2011-11	f			
ZOBO00153338	xEQ		accepted	species	Rhynchalastor beameri	(Bohart, 1948)							Gusenleitner J.	2011-11	f			
ZOBO00153339	xEQ		accepted	species	Rhynchalastor bermudensis	(Bequaert, 1929)							Gusenleitner J.	2011-11	f			
ZOBO00153340	xEQ		accepted	species	Rhynchalastor bicolor	(Giordani Soika, 1995)							Gusenleitner J.	2011-11	f			
ZOBO00149622	xFJ		accepted	species	Nesodynerus halaekalae	(Blackburn, 1886)							Gusenleitner J.	2011-11	f			
ZOBO00144346	xFJ		accepted	species	Nesodynerus hawaiiensis	(Blackburn & Cameron)							Gusenleitner J.	2011-11	f			
ZOBO00149626	xFJ		provisionally accepted	species	Nesodynerus heterochromus	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00144347	xFJ		provisionally accepted	species	Nesodynerus heterochromus	(Perkins)							Gusenleitner J.	2011-11	f			
ZOBO00149628	xFJ		accepted	species	Nesodynerus hiloensis	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149630	xFJ		accepted	species	Nesodynerus holomelas	(Perkins, 1902)							Gusenleitner J.	2011-11	f			
ZOBO00149631	xFJ		accepted	species	Nesodynerus homochromus	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149632	xFJ		accepted	species	Nesodynerus homoeogaster	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149633	xFJ		accepted	species	Nesodynerus homoeophanes	(Perkins, 1901)							Gusenleitner J.	2011-11	f			
ZOBO00149635	xFJ		accepted	species	Nesodynerus hylophilus	(Perkins, 1912)							Gusenleitner J.	2011-11	f			
ZOBO00149638	xFJ		accepted	species	Nesodynerus illudens	(Perkins, 1901)							Gusenleitner J.	2011-11	f			
ZOBO00154106	xFJ		accepted	species	Nesodynerus insulicola	(Blackburn)							Gusenleitner J.	2011-11	f			
ZOBO00149645	xFJ		accepted	species	Nesodynerus iopteryx	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149649	xFJ		accepted	species	Nesodynerus kauaiensis	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149650	xFJ		accepted	species	Nesodynerus kauensis	(Giffard, 1916)							Gusenleitner J.	2011-11	f			
ZOBO00154105	xFJ		accepted	species	Nesodynerus kirbyi	(Dalla Torre)							Gusenleitner J.	2011-11	f			
ZOBO00149651	xFJ		accepted	species	Nesodynerus konanus	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149652	xFJ		accepted	species	Nesodynerus koolauensis	(Giffard, 1913)							Gusenleitner J.	2011-11	f			
ZOBO00149654	xFJ		accepted	species	Nesodynerus laevisulcatus	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149655	xFJ		accepted	species	Nesodynerus lanaiensis	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00144350	xFJ		accepted	species	Nesodynerus leiodemas	(Perkins)							Gusenleitner J.	2011-11	f			
ZOBO00149661	xFJ		accepted	species	Nesodynerus leucozonias	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149664	xFJ		accepted	species	Nesodynerus lipocharis	(Perkins, 1910)							Gusenleitner J.	2011-11	f			
ZOBO00149667	xFJ		accepted	species	Nesodynerus litoralis	(Giffard, 1916)							Gusenleitner J.	2011-11	f			
ZOBO00149679	xFJ		accepted	species	Nesodynerus melanognathus	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149682	xFJ		accepted	species	Nesodynerus mesospilus	(Perkins, 1902)							Gusenleitner J.	2011-11	f			
ZOBO00149683	xFJ		accepted	species	Nesodynerus microdemas	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149684	xFJ		accepted	species	Nesodynerus mimus	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149686	xFJ		accepted	species	Nesodynerus molokaiensis	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149688	xFJ		accepted	species	Nesodynerus monas	(Perkins, 1906							Gusenleitner J.	2011-11	f			
ZOBO00149687	ZOBO00149688		accepted	subspecies	Nesodynerus monas aenus								Gusenleitner J.	2011-11	f			
ZOBO00149689	xFJ		accepted	species	Nesodynerus monobius	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149699	xFJ		accepted	species	Nesodynerus nautarum	(de Saussure, 1856)							Gusenleitner J.	2011-11	f			
ZOBO00149700	xFJ		accepted	species	Nesodynerus nesiotes	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149702	xFJ		accepted	species	Nesodynerus newelli	(Perkins, 1902)							Gusenleitner J.	2011-11	f			
ZOBO00033942	xFJ		accepted	species	Nesodynerus niihauensis	Yosh., 1959							Gusenleitner J.	2011-11	f			
ZOBO00149708	xFJ		accepted	species	Nesodynerus nivicola	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149709	xFJ		accepted	species	Nesodynerus nubicola	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00033945	xFJ		accepted	species	Nesodynerus oahuensis	(Dalla Torre, 1889)							Gusenleitner J.	2011-11	f			
ZOBO00033943	xFJ		accepted	species	Nesodynerus oblitus	Perkins, 1899							Gusenleitner J.	2011-11	f			
ZOBO00144352	xFJ		accepted	species	Nesodynerus obscurepunctatus	(Blackburn & Cameron)							Gusenleitner J.	2011-11	f			
ZOBO00033946	xFJ		accepted	species	Nesodynerus optabilis	Perkins, 1901							Gusenleitner J.	2011-11	f			
ZOBO00144353	xFJ		accepted	species	Nesodynerus orbus	(Perkins)							Gusenleitner J.	2011-11	f			
ZOBO00033947	xFJ		accepted	species	Nesodynerus paganensis	Yas., 1945							Gusenleitner J.	2011-11	f			
ZOBO00149716	xFJ		accepted	species	Nesodynerus paludicola	(Perkins, 1901)							Gusenleitner J.	2011-11	f			
ZOBO00033948	xFJ		accepted	species	Nesodynerus paractias	Perkins, 1906							Gusenleitner J.	2011-11	f			
ZOBO00149720	xFJ		accepted	species	Nesodynerus paranaias	(Perkins, 1906)							Gusenleitner J.	2011-11	f			
ZOBO00144356	xFJ		accepted	species	Nesodynerus peles	(Perkins)							Gusenleitner J.	2011-11	f			
1043	ZOBO00149688		synonym	species	Nesodynerus potamophilus	(Perkins, 1899)									f			
1044	ZOBO00149689		synonym	species	Nesodynerus pseudochromoides	(Perkins, 1906)									f			
ZOBO00033944	xFJ		accepted	species	Nesodynerus pseudochromus	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
1045	ZOBO00149690		synonym	species	Nesodynerus pterophaennes	(Perkins, 1899)									f			
ZOBO00033949	xFJ		accepted	species	Nesodynerus purpurifer	Perkins, 1899							Gusenleitner J.	2011-11	f			
ZOBO00033952	xFJ		accepted	species	Nesodynerus rubritinctus	(Smith, 1879)							Gusenleitner J.	2011-11	f			
ZOBO00153381	ZOBO00153382		accepted	subspecies	Rhynchalastor fundatiformis gonosceles	(Bohart, 1944)							Gusenleitner J.	2011-11	f			
ZOBO00144357	xFJ		provisionally accepted	species	Nesodynerus rubropustulatus	(Blackburn & Cameron)							Gusenleitner J.	2011-11	f			
ZOBO00149745	xFJ		provisionally accepted	species	Nesodynerus rubropustulatus	(Blackburn, 1886)							Gusenleitner J.	2011-11	f			
ZOBO00033950	xFJ		accepted	species	Nesodynerus rudolphi	(Dalla Torre, 1889)							Gusenleitner J.	2011-11	f			
ZOBO00033951	xFJ		accepted	species	Nesodynerus saipanensis	Yas., 1945							Gusenleitner J.	2011-11	f			
ZOBO00149752	xFJ		accepted	species	Nesodynerus sandwichensis	(de Saussure, 1856)							Gusenleitner J.	2011-11	f			
ZOBO00144360	xFJ		accepted	species	Nesodynerus scoriaceus	(Perkins)							Gusenleitner J.	2011-11	f			
ZOBO00149757	xFJ		accepted	species	Nesodynerus smithii	(Dalla Torre, 1889)							Gusenleitner J.	2011-11	f			
ZOBO00144361	xFJ		accepted	species	Nesodynerus sociabilis	(Perkins)							Gusenleitner J.	2011-11	f			
ZOBO00149758	xFJ		accepted	species	Nesodynerus soror	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149764	xFJ		accepted	species	Nesodynerus subegens	(Perkins, 1910)							Gusenleitner J.	2011-11	f			
ZOBO00149769	xFJ		accepted	species	Nesodynerus tempe	(Perkins, 1906)							Gusenleitner J.	2011-11	f			
ZOBO00149773	xFJ		accepted	species	Nesodynerus thersites	(Perkins, 1910)							Gusenleitner J.	2011-11	f			
ZOBO00149775	xFJ		accepted	species	Nesodynerus threnodes	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00144364	xFJ		accepted	species	Nesodynerus unicus	(Perkins)							Gusenleitner J.	2011-11	f			
ZOBO00149791	xFJ		accepted	species	Nesodynerus vittativentris	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00144365	xFJ		accepted	species	Nesodynerus vulcanus	(Blackburn & Cameron)							Gusenleitner J.	2011-11	f			
ZOBO00149792	xFJ		accepted	species	Nesodynerus waianaeanus	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149793	xFJ		accepted	species	Nesodynerus xanthorhoes	(Perkins, 1899)							Gusenleitner J.	2011-11	f			
ZOBO00149794	xFJ		accepted	species	Nesodynerus xerobius	(Perkins, 1912)							Gusenleitner J.	2011-11	f			
ZOBO00144368	xFJ		accepted	species	Nesodynerus xerophilus	(Perkins)							Gusenleitner J.	2011-11	f			
xJS	xJ		accepted	genus	Nestocoelius										f			
ZOBO00033953	xJS		accepted	species	Nestocoelius petiolatus	(Smith, 1859)							Gusenleitner J.	2011-11	f			
61	ZOBO00065363		synonym	species	Nicastrocerus bogotanus	(Zavattari, 1912)									f			
xJQ	xJ		accepted	genus	Nirtenia										f			
x3Q	xJ		accepted	genus	Nortonia										f			
1357	ZOBO00154072		synonym	species	Nortonia aberratica	(Morice, 1903)									f			
1364	ZOBO00034821		synonym	species	Nortonia acarophila	Bequaert, 1918									f			
ZOBO00063472	x3Q		accepted	species	Nortonia basimacula	Cameron, 1908							Gusenleitner J.	2011-11	f			
1361	ZOBO00034809		synonym	species	Nortonia bisuturalis	(de Saussure, 1852)									f			
1363	ZOBO00034820		synonym	species	Nortonia fragosa	Kohl, 1906									f			
1720	ZOBO00035269		synonym	species	Nortonia lugens	Schulthess, 1904									f			
1358	ZOBO00154072		synonym	species	Nortonia moricei	Kohl, 1907									f			
1359	ZOBO00034799		synonym	species	Nortonia moricei	Maidl, 1913									f			
194	ZOBO00032461		synonym	species	Odynerus acanthoaspis	Cameron, 1905									f			
1196	ZOBO00034456		synonym	species	Odynerus acanthopus	Cameron, 1908									f			
ZOBO00063169	xG		accepted	species	Odynerus acuticarinatus	(Cameron, 1909)							Gusenleitner J.	2011-11	f			
ZOBO00063343	xG		accepted	species	Odynerus acutocarinatus	Cameron, 1909							Gusenleitner J.	2011-11	f			
1350	ZOBO00154067		synonym	species	Odynerus adonis	Meade-Waldo, 1915									f			
898	ZOBO00154010		synonym	species	Odynerus aegyptiaca	Schulthess, 1928									f			
321	ZOBO00032551		synonym	species	Odynerus ardens	(Guérin, 1848)									f			
1061	ZOBO00033960		synonym	species	Odynerus argivus	Schulthess, 1924									f			
ZOBO00063425	xG		accepted	species	Odynerus arizonaensis	Cameron, 1908							Gusenleitner J.	2011-11	f			
155	ZOBO00032381		synonym	species	Odynerus armatiscutis	Cameron, 1910									f			
