col:taxonID	col:sourceID	col:areaID	col:area	col:gazetteer	col:status	col:referenceID	col:remarks
ZOBO00032319			USA	text	native		
ZOBO00032322			GRL	text	native		
ZOBO00032327			NPL	text	native		
ZOBO00032194			ITA MAR TUN	text	native		
ZOBO00032196			CAN USA	text	native		
ZOBO00032197			USA	text	native		
ZOBO00032221			USA	text	native		
ZOBO00032222			CAN USA	text	native		
ZOBO00043891			RUS	text	native		
ZOBO00031726			BGR CYP ESP FRA GRC HRV ITA JOR LBN PRT SCG TUR	text	native		
ZOBO00032988			TUR	text	native		
ZOBO00018101			AUT	text	native		
ZOBO00018100			AUT CHE CHN CZE DEU ITA KAZ RUS	text	native		
ZOBO00031727			AUT BGR CHE CYP ESP FRA GRC HRV IRN ITA JOR KAZ KGZ MAR MKD MLT PRT SCG SVK TUR UKR UZB	text	native		
ZOBO00032963			ESP ITA MAR PRT TUN	text	native		
ZOBO00033024			IRN	text	native		
ZOBO00018102			AUT BGR CHE CZE DEU ESP FRA GRC ITA SCG TUR	text	native		
ZOBO00031764			FRA ITA	text	native		
ZOBO00125264			BGR CZE HRV	text	native		
ZOBO00010064			AUT AZE CHE CYP EGY ESP FRA GRC HRV IRN ISR ITA JOR KAZ KGZ MAR MKD MLT PRT RUS SCG SYR TKM TUN TUR	text	native		
ZOBO00033029			LBY	text	native		
ZOBO00033031			CHN	text	native		
ZOBO00010065			ARM AUT KAZ KGZ	text	native		
ZOBO00033071			AUT CHE COL ESP FRA GRC HUN ITA ROU SCG SVK TUR	text	native		
ZOBO00010061			AUT BGR CHE CZE DEU ESP GRC HRV HUN ITA PRT SCG SVK	text	native		
ZOBO00032972			ESP	text	native		
ZOBO00032970			AUT	text	native		
ZOBO00032971			IRN TUR	text	native		
ZOBO00010062			AUT CHE CZE DEU FRA GRC HRV ITA LIE SCG SVK	text	native		
ZOBO00033045			RUS	text	native		
ZOBO00010063			AUT BGR CHE CZE DEU ESP FRA GRC HRV HUN IRN ITA JOR MKD PRT SCG TUR	text	native		
ZOBO00033043			JOR	text	native		
ZOBO00023971			AUT BGR ESP FRA GRC HRV ITA KAZ KGZ MLT PRT SCG TUN TUR UZB	text	native		
ZOBO00033055			CHN KOR RUS	text	native		
ZOBO00033054			IRQ	text	native		
ZOBO00033050			THA	text	native		
ZOBO00033044			MAR	text	native		
ZOBO00033047			ZAF	text	native		
ZOBO00033039			KGZ RUS	text	native		
ZOBO00033037			KEN UGA	text	native		
ZOBO00033036			KEN TZA	text	native		
ZOBO00033025			IND	text	native		
ZOBO00033021			KEN TZA ZAF	text	native		
ZOBO00033018			CHN TWN	text	native		
ZOBO00033019			CHN	text	native		
ZOBO00033017			FRA GRC TUR	text	native		
ZOBO00033016			UKR	text	native		
ZOBO00033011			IRN KAZ KGZ TUR	text	native		
ZOBO00033006			CMR	text	native		
ZOBO00033092			USA	text	native		
ZOBO00033095			USA	text	native		
ZOBO00033093			USA	text	native		
ZOBO00033083			KAZ	text	native		
ZOBO00033085			TWN	text	native		
ZOBO00033087			CHN	text	native		
ZOBO00033081			USA	text	native		
ZOBO00033076			CHN RUS	text	native		
ZOBO00033059			CHN	text	native		
ZOBO00032950			USA	text	native		
ZOBO00032949			IND MYS SGP THA UZB	text	native		
ZOBO00032956			USA	text	native		
ZOBO00032939			AFG KGZ	text	native		
ZOBO00032945			NAM ZAF	text	native		
ZOBO00032947			KGZ	text	native		
ZOBO00151900			KGZ	text	native		
ZOBO00032968			GTM MEX	text	native		
ZOBO00032980			CUB	text	native		
ZOBO00032982			ITA MAR MLT TUN	text	native		
ZOBO00032974			USA	text	native		
ZOBO00032977			USA	text	native		
ZOBO00032995			ETH KEN SDN TZA	text	native		
ZOBO00032996			CMR GIN TGO	text	native		
ZOBO00032994			USA	text	native		
ZOBO00032992			IDN	text	native		
ZOBO00032990			AUT	text	native		
ZOBO00033001			ZAF	text	native		
ZOBO00032999			ETH KEN	text	native		
ZOBO00032936			IDN	text	native		
ZOBO00032937			ZAF	text	native		
ZOBO00032944			IDN	text	native		
ZOBO00035968			GUF PER	text	native		
ZOBO00036707			BRA	text	native		
ZOBO00036705			PER	text	native		
ZOBO00036703			PER	text	native		
ZOBO00036700			PER	text	native		
ZOBO00036694			PER	text	native		
ZOBO00036695			GUF PER VEN	text	native		
ZOBO00036698			CRI	text	native		
ZOBO00036696			PER	text	native		
ZOBO00036697			COL	text	native		
ZOBO00036720			PER	text	native		
ZOBO00036718			BOL BRA GUF PER PRY	text	native		
ZOBO00036688			CRI PAN PER	text	native		
ZOBO00036690			PER	text	native		
ZOBO00036015			PHL PRI	text	native		
ZOBO00036014			PHL THA	text	native		
ZOBO00036302			PHL	text	native		
ZOBO00036307			IDN LAO MYS THA	text	native		
ZOBO00036308			PHL	text	native		
ZOBO00035851			PHL	text	native		
ZOBO00036266			CRI GTM MEX PER	text	native		
ZOBO00036268			MEX	text	native		
ZOBO00036269			PER	text	native		
ZOBO00036265			PER	text	native		
ZOBO00036277			PER	text	native		
ZOBO00036270			PER	text	native		
ZOBO00036271			BRA COL CRI PER	text	native		
ZOBO00036272			BOL	text	native		
ZOBO00037077			CRI ECU GTM PER	text	native		
ZOBO00036000			CRI	text	native		
ZOBO00036002			PER VEN	text	native		
ZOBO00043973			COL ECU PAN PER	text	native		
ZOBO00035813			BOL CRI ECU GUF PER	text	native		
ZOBO00035814			ARG	text	native		
ZOBO00035816			COL CRI GTM MEX VEN	text	native		
ZOBO00035817			ECU	text	native		
ZOBO00035819			ECU GUF PER	text	native		
ZOBO00035823			BOL BRA PER	text	native		
ZOBO00035822			BOL PER	text	native		
ZOBO00035825			PER	text	native		
ZOBO00035824			BRA PER	text	native		
ZOBO00035829			BOL BRA ECU GTM MEX PER VEN	text	native		
ZOBO00035830			BOL CRI GTM GUF PER VEN	text	native		
ZOBO00035831			PER	text	native		
ZOBO00035833			ARG BRA GUF	text	native		
ZOBO00035834			BOL PER	text	native		
ZOBO00035836			CRI GTM MEX	text	native		
ZOBO00035837			BOL PER	text	native		
ZOBO00035838			BRA	text	native		
ZOBO00035839			MEX	text	native		
ZOBO00036920			IDN SGP THA	text	native		
ZOBO00036922			TWN	text	native		
ZOBO00036916			IDN IND PHL THA	text	native		
ZOBO00036918			MYS	text	native		
ZOBO00036914			NPL THA	text	native		
ZOBO00036931			NPL	text	native		
ZOBO00036897			THA	text	native		
ZOBO00036893			MDG	text	native		
ZOBO00036882			MDG	text	native		
ZOBO00036883			PHL	text	native		
ZOBO00036884			IDN	text	native		
ZOBO00036863			IDN	text	native		
ZOBO00036865			PHL	text	native		
ZOBO00036859			IND	text	native		
ZOBO00036857			THA	text	native		
ZOBO00036871			KEN TZA	text	native		
ZOBO00036751			IND NPL PAK	text	native		
ZOBO00036743			THA	text	native		
ZOBO00036746			THA	text	native		
ZOBO00036735			IDN MYS	text	native		
ZOBO00036770			THA	text	native		
ZOBO00036731			MDG	text	native		
ZOBO00036826			THA	text	native		
ZOBO00036830			MYS	text	native		
ZOBO00036806			IDN MYS	text	native		
ZOBO00036808			PHL	text	native		
ZOBO00036812			NPL THA	text	native		
ZOBO00036813			IDN	text	native		
ZOBO00036814			PHL	text	native		
ZOBO00036840			IDN	text	native		
ZOBO00036845			IDN MYS	text	native		
ZOBO00036850			IDN NPL	text	native		
ZOBO00036846			MYS THA UZB	text	native		
ZOBO00036849			IDN THA	text	native		
ZOBO00036788			PHL	text	native		
ZOBO00037361			LAO	text	native		
ZOBO00039758			NPL	text	native		
ZOBO00036796			IDN MYS THA	text	native		
ZOBO00036789			CHN IDN LAO	text	native		
ZOBO00036792			PHL	text	native		
ZOBO00036793			THA	text	native		
ZOBO00036798			MDG	text	native		
ZOBO00036019			MEX	text	native		
ZOBO00036018			PER	text	native		
ZOBO00036020			CRI	text	native		
ZOBO00036027			PER	text	native		
ZOBO00036023			BRA PER	text	native		
ZOBO00036022			PER	text	native		
ZOBO00036024			PER	text	native		
ZOBO00036211			BRA GUF	text	native		
ZOBO00036204			PER	text	native		
ZOBO00036240			PER	text	native		
ZOBO00036232			RUS	text	native		
ZOBO00036059			CIV CMR	text	native		
ZOBO00036062			PER	text	native		
ZOBO00036047			MEX	text	native		
ZOBO00036076			MEX	text	native		
ZOBO00036092			GUF	text	native		
ZOBO00036095			ARG BRA PER	text	native		
ZOBO00036097			ARG BOL BRA	text	native		
ZOBO00036088			GTM	text	native		
ZOBO00036090			CUB	text	native		
ZOBO00036106			PER	text	native		
ZOBO00036110			PER USA	text	native		
ZOBO00036133			MEX	text	native		
ZOBO00036121			PER	text	native		
ZOBO00036122			PER	text	native		
ZOBO00036145			BOL BRA COL ECU GUF PER	text	native		
ZOBO00036136			GUF	text	native		
ZOBO00036167			CUB USA	text	native		
ZOBO00036168			CUB	text	native		
ZOBO00036160			MEX	text	native		
ZOBO00036188			ECU GTM MEX	text	native		
ZOBO00036040			CRI VEN	text	native		
ZOBO00037045			MEX USA	text	native		
ZOBO00037044			USA	text	native		
ZOBO00037049			GTM MEX USA	text	native		
ZOBO00036299			CHN NPL	text	native		
ZOBO00036297			USA	text	native		
ZOBO00036296			CHN TWN	text	native		
ZOBO00036294			USA	text	native		
ZOBO00036293			RUS	text	native		
ZOBO00036291			KOR NPL RUS	text	native		
ZOBO00043905			CHN	text	native		
ZOBO00018081			AUT CHL DEU ESP FRA GRC HRV HUN IRN ITA JOR KAZ KGZ LIE MAR NZL PAK PRT SYR TUN USA	text	native		
ZOBO00018080			AUT CUB CZE DEU ESP GRC HRV IRE ITA KAZ LIE NZL PAK RUS USA	text	native		
ZOBO00010012			AUT ITA KAZ USA	text	native		
ZOBO00010011			AUT DEU FRA GRC HRV ITA KAZ KGZ NPL RUS	text	native		
ZOBO00036030			PHL	text	native		
ZOBO00035948			ARG BOL PER	text	native		
ZOBO00035950			ECU	text	native		
ZOBO00035949			MEX	text	native		
ZOBO00035951			TTO	text	native		
ZOBO00035956			ARG BOL BRA COL CRI GTM GUF MEX PER PRY	text	native		
ZOBO00035958			BOL GUF	text	native		
ZOBO00035961			PER	text	native		
ZOBO00035962			GUF PER	text	native		
ZOBO00036289			CHN IDN NPL THA TWN	text	native		
ZOBO00036288			IRN	text	native		
ZOBO00036287			TWN	text	native		
ZOBO00036283			CHN JPN KOR TWN	text	native		
ZOBO00036282			IRN	text	native		
ZOBO00036258			PER	text	native		
ZOBO00035980			PER	text	native		
ZOBO00036687			ARG BRA PRY	text	native		
ZOBO00036683			CMR COD GIN	text	native		
ZOBO00036684			IDN	text	native		
ZOBO00036685			IDN MYS	text	native		
ZOBO00036686			GAB TGO	text	native		
ZOBO00036724			IDN MYS	text	native		
ZOBO00036723			KAZ MMR THA	text	native		
ZOBO00036722			IDN MMR MYS THA	text	native		
ZOBO00035972			ECU PER	text	native		
ZOBO00035974			COL	text	native		
ZOBO00036957			PER	text	native		
ZOBO00036958			ARG BRA	text	native		
ZOBO00036959			CRI ECU MEX PER	text	native		
ZOBO00036960			BOL BRA COL ECU GUF PAN PER	text	native		
ZOBO00036961			BRA ECU PER	text	native		
ZOBO00037164			PHL	text	native		
ZOBO00036010			PHL	text	native		
ZOBO00036009			PHL THA	text	native		
ZOBO00036012			LAO	text	native		
ZOBO00153988			TGO	text	native		
ZOBO00154102			NPL	text	native		
